Priority,Short Description,Subdirectory,Report ID
P1,TM: crash [@ js_ValueToNumber] or [@ JS_Enumerate]; corrupted array?,Core,496270
P1,Property cache assertion when 3 objects along a prototype chain have the same shape,Core,501690
P2,"TM: additional crashes at [@ specializeTreesToMissingGlobals(JSContext*, TreeInfo*) ]",Core,507901
P1,declining TM performance with repeated runs of test case,Core,504829
P2,negative indexes on built-in objects sometimes return special properties,Core,507453
P2,JS fails to build in debug config in scratchbox,Core,510052
P2,Crash when logging in to weave with chrome jit enabled,Core,517247
P2,msnbc.com - Last three links on the banner do not work,Core,517372
P2,XML Parser error on www.office2010themovie.com,Core,517506
P1,"Electrolysis: PluginModuleChild::_geturl crashes on NULL char*, needs to serialize them",Core,517923
P1,"TM: ""Assertion failure: sprop->methodValue() == prev""",Core,517637
P3,TundraBlue.com - Non-Standards CSS parsing,Core,518050
P2,"[10.4] Stray line at the end of a linear gradient with fractional box height, dependent on window width",Core,511617
P2,"Invalid port numbers cause default port to be used, should fail to load",Core,479485
P2,"""ASSERTION: overflow containers out of order"" with -moz-column",Core,503961
P2,Invalidation issues resizing windows with scaled tiled backgrounds,Core,507550
P2,Intermittent rendering issues with scroll position on page load,Core,509278
P1,visibility:collapse causes scrollbar issues for XUL elements,Core,513318
P1,Need pseudo classes for lightweight theme handling,Core,513461
P2,"""Scroll ignored"" area rendered wrong in fennec",Core,514127
P2,"Crash when View > Page Style > No.Style [@nsTextControlFrame::CalcIntrinsicSize(nsIRenderingContext*, nsSize&) ]",Core,514660
P2,Scrolling inside a div containing block elements with margins leaves visual glitches,Core,516885
P2,Crash [@ nsFtpState::CanReadCacheEntry] with cursor that points to ftp and going offline,Core,491873
P2,Server side image maps are broken,Core,514856
P2,Memory fencepost / integer underflow in ParseFTPList.cpp,Core,515583
P2,XPCJSStackFrame::CreateStack cause permanent memory grow ~1Mb per second,Core,517665
P2,Crash [@ nsCOMPtr<nsIRange>::nsCOMPtr<nsIRange>],Core,517968
P1,Need API to copy the loaded data from one video element to another one with the same source,Core,513144
P2,Unchecked dependencies on frame_height * frame_width not overflowing a 32 bit int,Core,515882
P2,Seeking to the end of the stream causes problems,Core,517818
P2,drawImage with <video> doesn't work unless video is visible,Core,470371
P1,Update liboggplay,Core,512328
P2,"nsIZipReader.findEntries (and consequently, jar directory browsing) broken after bug 332173",Core,514872
P2,Crash when serializing security info to disk cache [@ memcpy - nsStringInputStream::SetData],Core,409500
P2,uncached non-utf8 document loads forever (hangs) with auto-detect -> universal,Core,466409
P2,[FIX]pdf (.pdf) files fail to load since 20090104 nightly,Core,472239
P1,Understand the speculative parsing crash,Core,474537
P1,Opening any pdf causes crash [@ libgobject-2.0.so.0.1600.6@0xca1a ] or [@ libgobject-2.0.so.0.1800.2@0xcf0a ] or [@ libgobject-2.0.so.0.2000.0@0xcf4a ],Core,486940
P1,jemalloc integration cause crashes when libraries or plugins dlopen with RTLD_DEEPBIND,Core,493541
P2,Updating cairo reverted bug 445087,Core,494743
P2,Image cache entry comparison backwards (evicts the entries we want to keep),Core,496593
P2,"images are downloaded multiple times if defined multiple times, on Shift-Reload / Ctrl+F5",Core,497665
P2,element.select() does not trigger select event anymore.,Core,503047
P2,TM: Trace JSOP_NAME for returned closures,Core,505591
P1,Thinkpad Trackpoint middle button mouse scroll does not scroll window up and down [Minefield],Core,507222
P2,mousewheel.withnokey.numlines overrides the OS setting,Core,508747
P2,Extremely high speed of mouse-wheel scrolling,Core,508785
P2,scrollTimer may not be canceled when nsWindow has been deleted,Core,509257
P2,Minimized browser window restores during page loads,Core,509449
P2,Can't set focus to designMode document via accessibility APIs,Core,512058
P2,Accessibility focus event never fired for designMode document after the first focus,Core,512059
P2,strange behaviour when user clicks to zoom an image in an iframe on a page that is being full paged zoomed,Core,512367
P2,Can't set focus to document via accessibility APIs while Adobe Flash plugin has focus,Core,512561
P2,TR::getThis generates do-nothing code when this can't be the global,Core,513160
P2,"MAX_DSLOTS_LENGTH is *net*, and avoid *size variable names for net lengths or capacities",Core,514112
P2,Possible for concurrent reloads of images to return old/different results,Core,514605
P2,[10.6] Color Management Broken in Mac OS X 10.6 Snow Leopard,Core,514932
P2,Crash [@ nsSVGUtils::GetCTM] with getScreenCTM(),Core,515288
P2,Crash [@ nsAlertsIconListener::SendClosed()],Core,516124
P2,Cannot scroll to horizontal continuously with Logitech (Logicool) mouse,Core,516654
P1,Exploitable - User Mode Write AV starting at USP10!LoadCmapFontGlyphs+0x0000000000000059,Core,516709
P2,Need to add gfx/qcms/ to about:license,Core,516964
P2,Clicking a partially off-screen link shouldn't scroll the page (again),Core,517787
P2,Setting currentTime while video is in stop state doesn't seek video anymore,Core,518169
P2,Crash [@ nsIFrame::GetFirstChild],Core,518285
P2,HTML5 Drag and Drop: Drop event on elements that are not drop targets,Core,508479
P2,Twitter submission throbber spins endlessly,Core,510985
P2,"The FAX dialog disappear and Fax cannot be done from Firefox, but works otherwise",Core,440486
P1,the sizes of windows and dialogs are scaled twice when they're opened,Core,471729
P2,"When DPI set to 144, User interface is scretched very much. and html document is rendered very large.",Core,426788
P1,Flash plugin mispositioned when scrolling,Core,507402
P2,Crash [@ nsPluginInstanceOwner::CreateWidget] with quicktime plugin and changing styles,Core,507926
P2,some locales will not allow you Unload PKCS#11 Device,Core,496005
P2,mingw compilation failure in widget/src/windows/WindowHook.h,Core,510650
P1,Need a way to hook native nsWindow messages,Core,507736
P1,"TM: we don't substitute the global object for apply(null, ...)",Core,517640
P1,needish.com no longer works with shiretoko nightlies,Core,498360
P1,TM: possible GC rooting bug with Google Docs,Core,513981
P1,imacros produce incorrect results with non-primitive valueOf,Core,507180
P1,Crash [@ JS_HashTableRawLookup],Core,502432
P1,"""Assertion failure: JSVAL_IS_INT(v), at ../jsapi.h""",Core,511836
P2,[LP64] possible overflow in ResizeSlots(),Core,517644
P1,"Assertion failure: v == LOCKED_OBJ_GET_SLOT(pobj, sprop->slot)",Core,518279
P1,Crash in  [@SynthesizeFrame ],Core,517957
P2,deep aborts are not properly blacklisted,Core,517329
P1,Property cache can skip JSClass::resolve or JSClass::addProperty hooks,Core,505523
P1,"""Assertion failure: kind == JSLOCAL_VAR, at ../jsfun.cpp"" with eval, for...in",Core,516263
P1,"TM: Crash [@ nanojit::Assembler::findRegFor] or ""Assertion failure: s0->isQuad(), at ../jstracer.cpp""",Core,507295
P1,"TM: ""Assertion failure: obj == cx->fp->scopeChain, at ../jstracer.cpp"" with eval, for, function, defineSetter",Core,507657
P1,TM: Fix stack arithmetic for deeply nested closures,Core,508146
P1,"TM: Different values from testcase containing for, function",Core,508187
P1,"TM: Crash [@ js_GetUpvar] or ""Assertion failure: (fun->u.i.script)->upvarsOffset != 0, at ../jstracer.cpp""",Core,509982
P1,TM: Traced JSOP_BINDNAME is totally busted,Core,510642
P1,CSS transitions mochitest crashes with JIT enabled,Core,516009
P1,"""Assertion failure: isInt32(*p), at ../jstracer.cpp:2587"" with nested trees",Core,510518
P1,GetUpvarOnTrace reads from wrong frame,Core,510987
P1,"TM: Crash [@ js_HashString] with ""continue LABEL;"" (in ojay 0.2.1)",Core,511575
P1,TM: support tracing instanceof operator,Core,498351
P1,TM: side exits can get deallocated in LeaveTree but are still returned by ExecuteTree,Core,510136
P1,"TM: Crash [@ nanojit::Assembler::freeRsrcOf] or ""Assertion failed: p->isQuad() (../nanojit/Nativei386.cpp:1325)"" or ""Assertion failure: s0->isQuad(), at ../jstracer.cpp"" or ""Assertion failure: m != TT_INT32 || isInt32(*vp), at ../jstracer.cpp"" with Math",Core,511837
P1,"TM: ""Assertion failure: thing, at ../jsgc.cpp""",Core,514999
P1,do not cache enumerators when object shape overflowed,Core,440834
P1,"""Assertion failure: PN_TYPE(pn) == TOK_FUNCTION, at ../jsparse.cpp""",Core,510709
P1,"""Assertion failure: pn->pn_type != TOK_COMMA, at ../jsemit.cpp""",Core,509636
P1,"""Assertion failure: !JS_IsExceptionPending(cx), at ../jsiter.cpp""",Core,508512
P1,TM: Code run off an event handler is never traced,Core,503694
P1,"Crash [@ FindPropertyValue] or ""Assertion failure: right->pn_arity != PN_LIST || !(right->pn_xflags & PNX_DESTRUCT), at ../jsparse.cpp""",Core,496682
P1,Make check in js/src should run the js test suite,Core,496580
P3,make nsZipItems point at ZipCentral references to mmapped jar area(lazy jar parsing),Core,511754
P3,Store CSS in UTF16 to facilitate zero-copy IO,Core,512272
P1,C++ easy access for common global services,Core,516085
P1,super fast paths for Components.classes and Components.interfaces,Core,512584
P1,Perf regression in font initialization on the Mac hurts startup time,Core,517045
P2,Random thread-safety topcrash [@ nsCycleCollectingAutoRefCnt::decr(nsISupports*) ]  and  [@nsEventListenerManager::Release() ],Core,500879
P2,topcrash: [@ nsGlobalWindow::cycleCollection::UnmarkPurple(nsISupports*)],Core,504392
P2,,Core,492675
P2,Scrollbar not resized on Pill button click,Core,494301
P2,"[10.6] Firefox Help menu greyed out after waking from sleep if key pressed and ""Require password"" enabled",Core,513048
P2,"""ASSERTION: rule walker must be at root"" with XBL, rem unit, display:table",Core,513741
P2,Chained Ogg / Theora files refuse to play entirely,Core,519155
P2,Crash at  [@ RtlpCoalesceFreeBlocks],Core,513329
P1,"Two-finger trackpad scrolling triggers ""ASSERTION: aAllowScrollSpeedOverride is true but the quantity isn't by-line scrolling.""",Core,518745
P1,"Restore OJI, Liveconnect and the JEP on the 1.9.2 branch on OS X",Core,517355
P2,Null deference in nsMenuItemIconX::OnStopFrame(),Core,519532
P2,Firefox crashes upon loading page with chatbox widgets [@nsBaseWidget::Destroy() ],Core,507928
P2,topcrash:[@arena_chunk_init ],Core,515211
P2,startup Crash at [@ arena_dalloc_small | arena_dalloc | free | XPT_DestroyArena] and [@ XPT_DestroyArena],Core,519356
P1,Cannot type into the phonebook search box and many keyboard shortcuts fail,Core,518103
P2,topcrash [@ nsPresContext::Release()] due to threadsafety problems in binary extensions/plugins,Core,519878
P2,crash (segfault) @ _make_words when playing corrupted ogg vorbis file,Core,507167
P2,TM: Don't restore FP twice when exiting a fragment [nanojit],Core,513787
P2,Crashes [@objc_msgSend | IdleTimerVector ] (OS X) caused by WebKit used by Carbon plugin (DivXBrowserPlugin),Core,509130
P1,Investigate not interrupting reflow until enough time has elapsed,Core,519590
P1,TM: arm fails if sti/stqi have displacements > 12 bits [nanojit],Core,519805
P2,eliminate nsStyleAnimation::StoreComputedValue,Core,520396
P1,"TM: Crash [@ 0x341f850b] or [@ JS_CallTracer] or ""Assertion failure: !JSVAL_IS_NULL((scope)->lastProp->id), at ../jsobj.cpp"" or ""Assertion failure: thing, at ../jsgc.cpp"" with gc",Core,520336
P2,Assertion failure: (uint32)(index_) < atoms_->length,Core,519287
P2,"The bug order (js_FinishRuntimeScriptState --> js_{Mark,Sweep}ScriptFilenames) can still occur and cause crash with the fix in bug 133773 and 477021",Core,515403
P1,JSAutoTempValueRooter(...) is bad mojo,Core,518675
P2,SVG fails to render correctly,Core,519839
P1,"""Assertion failure: !(evalcg->flags & TCF_IN_FOR_INIT), at ../jsemit.cpp"" or ""Assertion failure: 0, at ../jsemit.cpp""",Core,520513
P2,"""Assertion failure: !scope->owned(), at ../jsobj.cpp""",Core,515885
P1,"Utf8ToOneUcs4Char in jsstr.cpp ,overlong UTF-8 seqence detection problem.",Core,511859
P1,"Crash [@ js_CallIteratorNext] or ""Assertion failure: STOBJ_GET_CLASS(obj) != &js_BlockClass, at ../jsscope.cpp""",Core,517076
P2,"Remove use of ""ntlm"" auth module and replace with use of ""sys-ntlm"".",Core,520607
P1,__noSuchMethod__ is no longer called for |new|,Core,520778
P2,Perf regression August 25th,Core,517909
P2,HasAttributeDependentStyle returns false for HTML elements if the selector is not lowercase,Core,520421
P2,"Crash [@ JS_Enumerate] or ""Assertion failure: obj->map->ops->defineProperty == js_DefineProperty"" with eval",Core,520164
P1,No wheel scrolling anymore after playing embedded movie.,Core,520462
P1,Adding a new credit card on amazon fails -- complains that the expiration date is wrong,Core,520319
P2,Minimized windows appear offscreen when restoring from session store,Core,520178
P3,CSP problems with dotless hosts,Core,520959
P1,Taskbar Previews Win7 not working,Core,520801
P1,TM: backout bug 511425 from 1.9.2 due to re-introduction of liveconnect into 1.9.2,Core,521124
P2,Fix all the bugs introduced by the patch in bug 514222,Core,514454
P2,TM: factorial computed incorrectly on ARM,Core,521152
P2,nsDeque should handle out-of-memory better,Core,520661
P5,fix parenthesis matching and serialization of tree pseudo elements,Core,521044
