Priority,Short Description
P3,Disabling Javascript to refresh the textarea page causes failure in displaying its content.
P3,The Javascript function that disables the page from refreshing the textarea is unsuccessful in showing the text.
P3,The 'formatblock' function is not functioning properly in a 'contentEditable' division.
P3,'Formatblock does not behave correctly in a contentEditable DIV'
P4,The performance decline observed using this testcase involves repeatedly reloading a page.
P4,The continuous reloading of a page in this particular testcase leads to a decrease in performance.
P4,"The performance decline observed in this test, which involves repeatedly reloading a page."
P4,'Continuously reloading a page as part of this test case can result in performance regression.'
P4,"'This testcase involves constant reloading of a page, leading to performance regression.'"
P4,"With this particular testcase, the occurrence of performance regression is triggered by the constant reloading of a page."
P3,Enable the usage of <video> as the element source within drawImage.
P3,Permit the utilization of <video> as the source element in drawImage.
P4,The level of transparency in the tooltips' corners is incorrect on [vista].
P4,The transparency of [vista] tooltips in their corners is incorrect.
P4,"Tooltips' corners in [Vista] are not transparent, causing incorrect opacity."
P4,The transparency of the corners of tooltips in [vista] is incorrect.
P4,'Opacity incorrect in [vista] tooltips'
P4,The transparency settings for [vista] tooltips' corners are incorrect.
P3,The presence of a stable menu located above a flash element leads to complications for a non-intel mac user.
P3,A fixed menu located over flash content has difficulties on a non-intel Mac.
P4,"Unable to extract picture data from clipboard in a high-quality, uncompressed manner."
P4,Unable to obtain image data from clipboard in a non-compressed format.
P4,Unable to obtain image data from clipboard in a non-compressed format.
P4,Unable to obtain image data from clipboard in a lossless format.
P4,"Unable to extract image information from clipboard in a high-quality, unaltered form."
P4,It is not possible to obtain the image information from the clipboard in a lossless manner.
P3,There is a problem with the painting in Google reader.
P3,Difficulties with painting in Google Reader.
P3,"If you click on Cmd while attempting to move a link from a background window, it will not work if a different link is the current focus."
P3,"If a user clicks and holds the Cmd key, attempting to move a link from a background window will not work if a different link is currently selected."
P3,The hand icon vanishes once the tooltip is displayed.
P3,The hand-shaped cursor disappears once the tooltip is displayed.
P5,Eliminate a few instances of nsIDocument QIs in txMozillaTextOutput.cpp.
P5,Eliminate a few instances of nsIDocument Query Interface in txMozillaTextOutput.cpp
P5,Take out certain nsIDocument QIs in txMozillaTextOutput.cpp.
P5,Decrease the number of nsIDocument QIs in txMozillaTextOutput.cpp.
P5,Eliminate certain QIs for nsIDocument in txMozillaTextOutput.cpp.
P5,"""Eliminate a few nsIDocument checks in txMozillaTextOutput.cpp."""
P5,Eliminate certain nsIDocument QIs from txMozillaTextOutput.cpp.
P5,Delete a few nsIDocument Query Interfaces from txMozillaTextOutput.cpp.
P5,Eliminate certain nsIDocument Query Interface calls from txMozillaTextOutput.cpp.
P5,Delete certain nsIDocument QIs in txMozillaTextOutput.cpp
P5,"""Eliminate several nsIDocument Query Interfaces from txMozillaTextOutput.cpp"""
P5,'Reduce the number of nsIDocument QIs in txMozillaTextOutput.cpp'
P5,Eliminate a few instances of nsIDocument QIs in txMozillaTextOutput.cpp.
P5,"""Eliminate certain nsIDocument Query Interfaces from txMozillaTextOutput.cpp"""
P5,Take out certain nsIDocument objects from txMozillaTextOutput.cpp.
P5,Remove a few nsIDocument Query Interfaces from the txMozillaTextOutput.cpp file.
P5,'Eliminate certain nsIDocument QIs in txMozillaTextOutput.cpp'
P5,'Eliminate several instances of nsIDocument Query Interfaces in the txMozillaTextOutput.cpp file.'
P5,Eliminate certain nsIDocument QueryInterface methods from txMozillaTextOutput.cpp.
P5,"""Eliminate certain nsIDocument QIs from txMozillaTextOutput.cpp"""
P3,"In XSL transformation, <transformiix:root /> elements that are unnecessary may occur."
P3,Superfluous <transformiix:root /> elements due to the conversion process of XSL.
P5,The URL in the Location Bar cannot be duplicated when opening a new window using JavaScript.
P5,TM: The URL cannot be duplicated from the Address Bar using a new window that is opened through JavaScript.
P5,TM: The URL from the Location Bar cannot be duplicated in a new window that is opened through JavaScript.
P5,The URL cannot be replicated from the Address Bar when a new window is opened using JavaScript.
P5,TM: The URL cannot be duplicated from the Location Bar in a newly opened window using JavaScript.
P5,"In a window opened through JavaScript, the Location Bar does not allow for the copying of URLs."
P5,The URL cannot be duplicated from the address bar in a newly opened window through JavaScript.
P5,The Location Bar in a new window opened through JavaScript does not allow for the copying of URLs.
P5,TM: The URL cannot be duplicated from the Location Bar when opening a new window using JavaScript.
P5,TM: A URL cannot be duplicated from the Address Bar in a fresh window opened through JavaScript.
P5,The URL from the Location Bar in a newly opened window through JavaScript cannot be copied.
P5,The Location Bar in a new window opened using JavaScript does not allow copying of the URL.
P5,"In a new window opened through JavaScript, the URL from the Location Bar cannot be duplicated."
P5,The Location Bar in a new window opened through JavaScript does not allow for the copying of URLs.
P5,The URL cannot be duplicated from the Location Bar on a new window opened using JavaScript.
P5,It is not possible to duplicate the URL from the Address Bar in a newly opened window created using JavaScript.
P5,The URL from the Location Bar cannot be duplicated in a new window that is opened with JavaScript.
P5,The URL cannot be duplicated from the web address bar in a newly opened window through the use of JavaScript.
P5,The URL cannot be duplicated from the Location Bar in a new window that is opened with JavaScript.
P5,"""TM: The URL from the Location Bar is not able to be duplicated in a newly opened window through JavaScript."""
P3,TM: There are many alternate routes in the trace-test outlining.
P3,There are a large number of side exits that can be found in trace-testing outerlining.
P3,"""TM: Real-time rebuilding of any original frames."""
P3,TM: Adaptive generation of unlimited original frames.
P4,The current version of NanoJIT for windows 64-bit (x64) is not functioning properly.
P4,The present NanoJIT for win64 (x64) is not functioning properly.
P4,The latest NanoJIT for win64x64 is malfunctioning.
P4,TM: The present NanoJIT for win64(x64) code is not functioning properly.
P4,The present NanoJIT for win64(x64) code is not functioning properly.
P4,'NanoJIT for win64(x64) code is currently not functioning correctly.'
P3,This specific testcase is not accelerated by TM for unknown reasons.
P3,It appears that the testcase is not showing improved speed due to TM for unknown reasons.
P3,The tracking of arrays (both dense and sparse) is not done for push and pop operations.
P3,TM: We do not monitor the use of push/pop functions for both full and incomplete arrays.
