Classification,Summary
Security issue,Unable to access a new Bugzilla installation using the login option provided on the homepage.
Security issue,"Important Announcement Regarding Bugzilla Versions 3.0.4, 3.1.4, 2.22.4, and 2.20.6 with Security Vulnerabilities"
Security issue,"""Notice of Security Warning for Versions 3.0.4, 3.1.4, 2.22.4, and 2.20.6 of Bugzilla"""
Security issue,"This is a message regarding security concerns for versions 3.0.4, 3.1.4, 2.22.4, and 2.20.6 of Bugzilla software."
Security issue,"'Announcement regarding security concerns for versions 3.0.4, 3.1.4, 2.22.4, and 2.20.6 of Bugzilla'"
Security issue,Notifications Regarding Security for Bugzilla Versions 3.2.4 and 3.4rc1
Security issue,'Announcement regarding Security for Bugzilla versions 3.2.4 and 3.4rc1'
Security issue,This notice addresses the security concerns impacting Bugzilla versions 3.2.4 and 3.4rc1.
Security issue,Notice for Security Issues in Bugzilla versions 3.2.4 and 3.4rc1
Security issue,"A cautionary notice has been issued for Bugzilla versions 4.3.2, 4.2.2, 4.0.7, and 3.6.10 regarding potential security issues."
Security issue,"Updated information regarding security for Bugzilla versions 4.3.2, 4.2.2, 4.0.7, and 3.6.10"
Security issue,"Announcement for the Security of Bugzilla versions 4.3.2, 4.2.2, 4.0.7, and 3.6.10"
Security issue,"'Alert regarding safety concerns for Bugzilla versions 4.3.2, 4.2.2, 4.0.7, and 3.6.10'"
Security issue,automatic evaluation of the code's security
Security issue,An automated inspection of the code for security purposes.
Security issue,Code security audit that is automated
Security issue,An audit of the code's security performed automatically.
Security issue,'IsCapabilityEnabled was affected negatively by Bug 754202'
Security issue,Bug 754202 worsened the functionality of IsCapabilityEnabled.
Security issue,'Issue 754202 showed a regression in IsCapabilityEnabled'
Security issue,"There was a deterioration in the functionality of IsCapabilityEnabled, noted as Bug 754202."
Security issue,The file protections are incorrect.
Security issue,The existing safeguards for files are erroneous.
Security issue,The regulations regarding file security are incorrect.
Security issue,File permissions are incorrect.
Security issue ,Modify the file transfer service changes (bugzilla 75002) to utilize a secure file server for improved functionality.
Security issue ,'Revisions to the [functionality] port file transfer service (bugzilla 75002) will now utilize a secure file server.'
Security issue ,[Enhancement] Upgrade file transfer service modifications (bugzilla 75002) for a safer file server.
Security issue ,'Alterations in the file transfer service (reported on bugzilla 75002) to utilize a secure file server.'
Security issue ,The successful execution of security tests is not possible with secure RAC.
Security issue ,Secure RAC prevents the execution of [security] tests.
Security issue ,Executing security tests is not possible when using a secure RAC system.
Security issue ,The function of [Security] test execution is incompatible with secure RAC.
Test Code-related issue,"The test experiences a crash when executed with multiple threads, but it does not encounter any issues when executed sequentially."
Test Code-related issue,"'While it does not fail when executed individually, the test encounters errors when used in a multi-threaded manner.'"
Test Code-related issue,"The test experiences a crash when executed with multiple threads, but it does not encounter any issues when executed sequentially."
Test Code-related issue,"When executed with multiple threads, the test results in a crash, but it does not crash when run in a sequential manner."
Test Code-related issue,"When executed in a multi-threaded manner, the test encounters errors, but there are no issues when it is executed in a sequential manner."
Test Code-related issue,"The test experiences crashes when executed in a multithreaded manner, but does not encounter any crashes when executed sequentially."
Test Code-related issue,"If the test method does not succeed, tearDown() is not executed."
Test Code-related issue,"If the test method fails, tearDown() is not invoked."
Test Code-related issue,tearDown() will not be executed if the test method fails.
Test Code-related issue,tearDown() is not executed in the case of a failed test method.
Test Code-related issue,"If the test method fails, tearDown() will not be executed."
Test Code-related issue,"If the test method fails, tearDown() is not invoked."
Test Code-related issue,Requesting test results in advance before they become accessible.
Test Code-related issue,Tests need to be requested prior to being accessible.
Test Code-related issue,Requesting test results prior to their availability.
Test Code-related issue,Requests for test results that have not been obtained yet.
Test Code-related issue,Requested tests results prior to their availability.
Test Code-related issue,Requests for test results made prior to their availability.
Test Code-related issue,An error occurred when trying to add a text node to a child.
Test Code-related issue,Mistake made when adding a text element to a subordinate node
Test Code-related issue,Mistake made when adding a text node to a sub-element
Test Code-related issue,Mistake caused by adding a text node to a descendant
Test Code-related issue,Mistake made when adding a text node to a child.
Test Code-related issue,Mistake when adding a text node to a subordinate element.
Test Code-related issue,JUnitReport is not functioning.
Test Code-related issue,JUnitReport is not functioning properly.
Test Code-related issue,JUnitReport is not functional.
Test Code-related issue,JUnitReport is not functioning.
Test Code-related issue,JUnitReport is not functioning properly.
Test Code-related issue,JUnitReport is not functional.
Test Code-related issue,"The hyperlink to ""Conducting a test script"" is not functional."
Test Code-related issue,"Missing link for ""Executing a trial script""."
Test Code-related issue,"Non-functioning hyperlink for ""Executing a trial script"""
Test Code-related issue,"Link for ""Performing a test process"" is not functioning."
Test Code-related issue,"Malfunctioning hyperlink leading to ""Executing a verification code"""
Test Code-related issue,"Link to ""Executing a testing procedure"" is no longer functional."
Test Code-related issue,JUnitTestRunner hides exceptions.
Test Code-related issue,Exceptions are concealed by the JUnitTestRunner.
Test Code-related issue,'Exceptions are hidden by JUnitTestRunner.'
Test Code-related issue,'JUnitTestRunner conceals exceptions'
Test Code-related issue,The exceptions are concealed by JUnitTestRunner.
